Entry Point,Month,Value,Year,Category,Region,Conservation Area,Visitors,Metric,English_Year,Group,Count,Type,Hotel_Type,Hotel_Count,Bed_Count,Types of Course,Details,Third Country,Indian,% Change,Gender,Age_Group,Total,Nationality,Percent
,,73,2075/76,Rafting Agency,,,,,,,,,,,,,,,,,,,,,
,,77,2075/76,Tourist Transportation Service,,,,,,,,,,,,,,,,,,,,,
,,4126,2075/76,Tour Guide,,,,,,,,,,,,,,,,,,,,,
,,16248,2075/76,Trekking Guide,,,,,,,,,,,,,,,,,,,,,
,,253,2075/76,River Guide,,,,,,,,,,,,,,,,,,,,,
,,-,2075/76,Porter Guide,,,,,,,,,,,,,,,,,,,,,
,,3680,2076/77,Travel Agency,,,,,,,,,,,,,,,,,,,,,
,,2764,2076/77,Trekking Agency,,,,,,,,,,,,,,,,,,,,,
,,81,2076/77,Rafting Agency,,,,,,,,,,,,,,,,,,,,,
,,82,2076/77,Tourist Transportation Service,,,,,,,,,,,,,,,,,,,,,
,,4200,2076/77,Tour Guide,,,,,,,,,,,,,,,,,,,,,
,,17625,2076/77,Trekking Guide,,,,,,,,,,,,,,,,,,,,,
,,266,2076/77,River Guide,,,,,,,,,,,,,,,,,,,,,
,,-,2076/77,Porter Guide,,,,,,,,,,,,,,,,,,,,,
,,3743,2077/78,Travel Agency,,,,,,,,,,,,,,,,,,,,,
,,2797,2077/78,Trekking Agency,,,,,,,,,,,,,,,,,,,,,
,,82,2077/78,Rafting Agency,,,,,,,,,,,,,,,,,,,,,
,,84,2077/78,Tourist Transportation Service,,,,,,,,,,,,,,,,,,,,,
,,4241,2077/78,Tour Guide,,,,,,,,,,,,,,,,,,,,,
,,17766,2077/78,Trekking Guide,,,,,,,,,,,,,,,,,,,,,
,,280,2077/78,River Guide,,,,,,,,,,,,,,,,,,,,,
,,-,2077/78,Porter Guide,,,,,,,,,,,,,,,,,,,,,
,,3801,2078/79,Travel Agency,,,,,,,,,,,,,,,,,,,,,
,,2821,2078/79,Trekking Agency,,,,,,,,,,,,,,,,,,,,,
,,87,2078/79,Rafting Agency,,,,,,,,,,,,,,,,,,,,,
,,85,2078/79,Tourist Transportation Service,,,,,,,,,,,,,,,,,,,,,
,,4557,2078/79,Tour Guide,,,,,,,,,,,,,,,,,,,,,
,,19166,2078/79,Trekking Guide,,,,,,,,,,,,,,,,,,,,,
,,324,2078/79,River Guide,,,,,,,,,,,,,,,,,,,,,
,,-,2078/79,Porter Guide,,,,,,,,,,,,,,,,,,,,,
,,4773,2079/80,Travel Agency,,,,,,,,,,,,,,,,,,,,,
,,3136,2079/80,Trekking Agency,,,,,,,,,,,,,,,,,,,,,
,,94,2079/80,Rafting Agency,,,,,,,,,,,,,,,,,,,,,
,,92,2079/80,Tourist Transportation Service,,,,,,,,,,,,,,,,,,,,,
,,4975,2079/80,Tour Guide,,,,,,,,,,,,,,,,,,,,,
,,25483,2079/80,Trekking Guide,,,,,,,,,,,,,,,,,,,,,
,,372,2079/80,River Guide,,,,,,,,,,,,,,,,,,,,,
,,-,2079/80,Porter Guide,,,,,,,,,,,,,,,,,,,,,
,,4845,2080/81,Travel Agency,,,,,,,,,,,,,,,,,,,,,
,,3191,2080/81,Trekking Agency,,,,,,,,,,,,,,,,,,,,,
,,94,2080/81,Rafting Agency,,,,,,,,,,,,,,,,,,,,,
,,112,2080/81,Tourist Transportation Service,,,,,,,,,,,,,,,,,,,,,
,,5123,2080/81,Tour Guide,,,,,,,,,,,,,,,,,,,,,
,,26292,2080/81,Trekking Guide,,,,,,,,,,,,,,,,,,,,,
,,390,2080/81,River Guide,,,,,,,,,,,,,,,,,,,,,
,,73,2080/81,Porter Guide,,,,,,,,,,,,,,,,,,,,,
,,4963,2081/82,Travel Agency,,,,,,,,,,,,,,,,,,,,,
,,3252,2081/82,Trekking Agency,,,,,,,,,,,,,,,,,,,,,
,,97,2081/82,Rafting Agency,,,,,,,,,,,,,,,,,,,,,
,,155,2081/82,Tourist Transportation Service,,,,,,,,,,,,,,,,,,,,,
,,5269,2081/82,Tour Guide,,,,,,,,,,,,,,,,,,,,,
,,27128,2081/82,Trekking Guide,,,,,,,,,,,,,,,,,,,,,
,,425,2081/82,River Guide,,,,,,,,,,,,,,,,,,,,,
,,351,2081/82,Porter Guide,,,,,,,,,,,,,,,,,,,,,
,,36,2014,,,,,,,,,,,,,MasterofHospitalityManagement,,,,,,,,,
,,39,2015,,,,,,,,,,,,,MasterofHospitalityManagement,,,,,,,,,
,,40,2016,,,,,,,,,,,,,MasterofHospitalityManagement,,,,,,,,,
,,39,2017,,,,,,,,,,,,,MasterofHospitalityManagement,,,,,,,,,
,,29,2018,,,,,,,,,,,,,MasterofHospitalityManagement,,,,,,,,,
,,33,2019,,,,,,,,,,,,,MasterofHospitalityManagement,,,,,,,,,
,,40,2020,,,,,,,,,,,,,MasterofHospitalityManagement,,,,,,,,,
,,0,2021,,,,,,,,,,,,,MasterofHospitalityManagement,,,,,,,,,
,,15,2022,,,,,,,,,,,,,MasterofHospitalityManagement,,,,,,,,,
,,19,2023,,,,,,,,,,,,,MasterofHospitalityManagement,,,,,,,,,
,,5,2024,,,,,,,,,,,,,MasterofHospitalityManagement,,,,,,,,,
,,125,2014,,,,,,,,,,,,,Bachelor of Hotel Management,,,,,,,,,
,,168,2015,,,,,,,,,,,,,Bachelor of Hotel Management,,,,,,,,,
,,167,2016,,,,,,,,,,,,,Bachelor of Hotel Management,,,,,,,,,
,,167,2017,,,,,,,,,,,,,Bachelor of Hotel Management,,,,,,,,,
,,167,2018,,,,,,,,,,,,,Bachelor of Hotel Management,,,,,,,,,
,,252,2019,,,,,,,,,,,,,Bachelor of Hotel Management,,,,,,,,,
,,252,2020,,,,,,,,,,,,,Bachelor of Hotel Management,,,,,,,,,
,,252,2021,,,,,,,,,,,,,Bachelor of Hotel Management,,,,,,,,,
,,0,2022,,,,,,,,,,,,,Bachelor of Hotel Management,,,,,,,,,
,,154,2023,,,,,,,,,,,,,Bachelor of Hotel Management,,,,,,,,,
,,243,2024,,,,,,,,,,,,,Bachelor of Hotel Management,,,,,,,,,
,,84,2014,,,,,,,,,,,,,BachelorofTravel&TourismManagement,,,,,,,,,
,,125,2015,,,,,,,,,,,,,BachelorofTravel&TourismManagement,,,,,,,,,
,,126,2016,,,,,,,,,,,,,BachelorofTravel&TourismManagement,,,,,,,,,
,,126,2017,,,,,,,,,,,,,BachelorofTravel&TourismManagement,,,,,,,,,
,,125,2018,,,,,,,,,,,,,BachelorofTravel&TourismManagement,,,,,,,,,
,,168,2019,,,,,,,,,,,,,BachelorofTravel&TourismManagement,,,,,,,,,
,,168,2020,,,,,,,,,,,,,BachelorofTravel&TourismManagement,,,,,,,,,
,,168,2021,,,,,,,,,,,,,BachelorofTravel&TourismManagement,,,,,,,,,
,,0,2022,,,,,,,,,,,,,BachelorofTravel&TourismManagement,,,,,,,,,
,,123,2023,,,,,,,,,,,,,BachelorofTravel&TourismManagement,,,,,,,,,
,,149,2024,,,,,,,,,,,,,BachelorofTravel&TourismManagement,,,,,,,,,
,,146,2014,,,,,,,,,,,,,Food Preparation & Control,,,,,,,,,
,,83,2015,,,,,,,,,,,,,Food Preparation & Control,,,,,,,,,
,,80,2016,,,,,,,,,,,,,Food Preparation & Control,,,,,,,,,
,,70,2017,,,,,,,,,,,,,Food Preparation & Control,,,,,,,,,
,,138,2018,,,,,,,,,,,,,Food Preparation & Control,,,,,,,,,
,,142,2019,,,,,,,,,,,,,Food Preparation & Control,,,,,,,,,
,,42,2020,,,,,,,,,,,,,Food Preparation & Control,,,,,,,,,
,,-,2021,,,,,,,,,,,,,Food Preparation & Control,,,,,,,,,
,,75,2022,,,,,,,,,,,,,Food Preparation & Control,,,,,,,,,
,,71,2023,,,,,,,,,,,,,Food Preparation & Control,,,,,,,,,
,,88,2024,,,,,,,,,,,,,Food Preparation & Control,,,,,,,,,
,,33,2014,,,,,,,,,,,,,Food & Beverage Service,,,,,,,,,
,,17,2015,,,,,,,,,,,,,Food & Beverage Service,,,,,,,,,
,,13,2016,,,,,,,,,,,,,Food & Beverage Service,,,,,,,,,
,,9,2017,,,,,,,,,,,,,Food & Beverage Service,,,,,,,,,
,,24,2018,,,,,,,,,,,,,Food & Beverage Service,,,,,,,,,
,,53,2019,,,,,,,,,,,,,Food & Beverage Service,,,,,,,,,
,,-,2020,,,,,,,,,,,,,Food & Beverage Service,,,,,,,,,
,,-,2021,,,,,,,,,,,,,Food & Beverage Service,,,,,,,,,
,,0,2022,,,,,,,,,,,,,Food & Beverage Service,,,,,,,,,
,,0,2023,,,,,,,,,,,,,Food & Beverage Service,,,,,,,,,
,,0,2024,,,,,,,,,,,,,Food & Beverage Service,,,,,,,,,
,,45,2020,,,,,,,,,,,,,Bakery/Indian Sweets,,,,,,,,,
,,62,2021,,,,,,,,,,,,,Bakery/Indian Sweets,,,,,,,,,
,,11,2022,,,,,,,,,,,,,Bakery/Indian Sweets,,,,,,,,,
,,23,2023,,,,,,,,,,,,,Bakery/Indian Sweets,,,,,,,,,
,,36,2024,,,,,,,,,,,,,Bakery/Indian Sweets,,,,,,,,,
,,8,2020,,,,,,,,,,,,,Barista Training,,,,,,,,,
,,32,2021,,,,,,,,,,,,,Barista Training,,,,,,,,,
,,29,2022,,,,,,,,,,,,,Barista Training,,,,,,,,,
,,23,2023,,,,,,,,,,,,,Barista Training,,,,,,,,,
,,33,2024,,,,,,,,,,,,,Barista Training,,,,,,,,,
,,312,2014,,,,,,,,,,,,,Tourist Guide,,,,,,,,,
,,227,2015,,,,,,,,,,,,,Tourist Guide,,,,,,,,,
,,201,2016,,,,,,,,,,,,,Tourist Guide,,,,,,,,,
,,174,2017,,,,,,,,,,,,,Tourist Guide,,,,,,,,,
,,218,2018,,,,,,,,,,,,,Tourist Guide,,,,,,,,,
,,323,2019,,,,,,,,,,,,,Tourist Guide,,,,,,,,,
,,26,2020,,,,,,,,,,,,,Tourist Guide,,,,,,,,,
,,128,2021,,,,,,,,,,,,,Tourist Guide,,,,,,,,,
,,119,2022,,,,,,,,,,,,,Tourist Guide,,,,,,,,,
,,144,2023,,,,,,,,,,,,,Tourist Guide,,,,,,,,,
,,168,2024,,,,,,,,,,,,,Tourist Guide,,,,,,,,,
,,18,2014,,,,,,,,,,,,,Local Guide in Different Areas,,,,,,,,,
,,11,2015,,,,,,,,,,,,,Local Guide in Different Areas,,,,,,,,,
,,14,2016,,,,,,,,,,,,,Local Guide in Different Areas,,,,,,,,,
,,114,2017,,,,,,,,,,,,,Local Guide in Different Areas,,,,,,,,,
,,148,2018,,,,,,,,,,,,,Local Guide in Different Areas,,,,,,,,,
,,94,2019,,,,,,,,,,,,,Local Guide in Different Areas,,,,,,,,,
,,-,2020,,,,,,,,,,,,,Local Guide in Different Areas,,,,,,,,,
,,-,2021,,,,,,,,,,,,,Local Guide in Different Areas,,,,,,,,,
,,0,2022,,,,,,,,,,,,,Local Guide in Different Areas,,,,,,,,,
,,323,2023,,,,,,,,,,,,,Local Guide in Different Areas,,,,,,,,,
,,200,2024,,,,,,,,,,,,,Local Guide in Different Areas,,,,,,,,,
,,1551,2014,,,,,,,,,,,,,Trekking Guide,,,,,,,,,
,,1772,2015,,,,,,,,,,,,,Trekking Guide,,,,,,,,,
,,435,2016,,,,,,,,,,,,,Trekking Guide,,,,,,,,,
,,800,2017,,,,,,,,,,,,,Trekking Guide,,,,,,,,,
,,1654,2018,,,,,,,,,,,,,Trekking Guide,,,,,,,,,
,,1175,2019,,,,,,,,,,,,,Trekking Guide,,,,,,,,,
,,911,2020,,,,,,,,,,,,,Trekking Guide,,,,,,,,,
,,262,2021,,,,,,,,,,,,,Trekking Guide,,,,,,,,,
,,154,2022,,,,,,,,,,,,,Trekking Guide,,,,,,,,,
,,772,2023,,,,,,,,,,,,,Trekking Guide,,,,,,,,,
,,749,2024,,,,,,,,,,,,,Trekking Guide,,,,,,,,,
,,61,2016,,,,,,,,,,,,,Trekking Porter Guide,,,,,,,,,
,,101,2017,,,,,,,,,,,,,Trekking Porter Guide,,,,,,,,,
,,181,2018,,,,,,,,,,,,,Trekking Porter Guide,,,,,,,,,
,,332,2019,,,,,,,,,,,,,Trekking Porter Guide,,,,,,,,,
,,192,2020,,,,,,,,,,,,,Trekking Porter Guide,,,,,,,,,
,,-,2021,,,,,,,,,,,,,Trekking Porter Guide,,,,,,,,,
,,18,2022,,,,,,,,,,,,,Trekking Porter Guide,,,,,,,,,
,,81,2023,,,,,,,,,,,,,Trekking Porter Guide,,,,,,,,,
,,407,2024,,,,,,,,,,,,,Trekking Porter Guide,,,,,,,,,
,,44,2014,,,,,,,,,,,,,River Guide/Adventure Tourism,,,,,,,,,
,,66,2015,,,,,,,,,,,,,River Guide/Adventure Tourism,,,,,,,,,
,,47,2016,,,,,,,,,,,,,River Guide/Adventure Tourism,,,,,,,,,
,,85,2017,,,,,,,,,,,,,River Guide/Adventure Tourism,,,,,,,,,
,,51,2018,,,,,,,,,,,,,River Guide/Adventure Tourism,,,,,,,,,
,,66,2019,,,,,,,,,,,,,River Guide/Adventure Tourism,,,,,,,,,
,,110,2020,,,,,,,,,,,,,River Guide/Adventure Tourism,,,,,,,,,
,,34,2021,,,,,,,,,,,,,River Guide/Adventure Tourism,,,,,,,,,
,,42,2022,,,,,,,,,,,,,River Guide/Adventure Tourism,,,,,,,,,
,,0,2023,,,,,,,,,,,,,River Guide/Adventure Tourism,,,,,,,,,
,,69,2024,,,,,,,,,,,,,River Guide/Adventure Tourism,,,,,,,,,
,,0,2022,,,,,,,,,,,,,Train the Trainer/HRD,,,,,,,,,
,,0,2023,,,,,,,,,,,,,Train the Trainer/HRD,,,,,,,,,
,,0,2024,,,,,,,,,,,,,Train the Trainer/HRD,,,,,,,,,
,,81,2014,,,,,,,,,,,,,Hospitality/Household Mgt.,,,,,,,,,
,,51,2015,,,,,,,,,,,,,Hospitality/Household Mgt.,,,,,,,,,
,,60,2016,,,,,,,,,,,,,Hospitality/Household Mgt.,,,,,,,,,
,,15,2017,,,,,,,,,,,,,Hospitality/Household Mgt.,,,,,,,,,
,,41,2018,,,,,,,,,,,,,Hospitality/Household Mgt.,,,,,,,,,
,,354,2019,,,,,,,,,,,,,Hospitality/Household Mgt.,,,,,,,,,
,,112782,2020,,,,,,,,,,,,,Hospitality/Household Mgt.,,,,,,,,,
,,0,2022,,,,,,,,,,,,,Hospitality/Household Mgt.,,,,,,,,,
,,32,2023,,,,,,,,,,,,,Hospitality/Household Mgt.,,,,,,,,,
,,159,2024,,,,,,,,,,,,,Hospitality/Household Mgt.,,,,,,,,,
,,221,2014,,,,,,,,,,,,,Tourism In-service Training,,,,,,,,,
,,105,2015,,,,,,,,,,,,,Tourism In-service Training,,,,,,,,,
,,77,2016,,,,,,,,,,,,,Tourism In-service Training,,,,,,,,,
,,156,2017,,,,,,,,,,,,,Tourism In-service Training,,,,,,,,,
,,112,2018,,,,,,,,,,,,,Tourism In-service Training,,,,,,,,,
,,177,2019,,,,,,,,,,,,,Tourism In-service Training,,,,,,,,,
,,79,2020,,,,,,,,,,,,,Tourism In-service Training,,,,,,,,,
,,137,2021,,,,,,,,,,,,,Tourism In-service Training,,,,,,,,,
,,149,2022,,,,,,,,,,,,,Tourism In-service Training,,,,,,,,,
,,0,2023,,,,,,,,,,,,,Tourism In-service Training,,,,,,,,,
,,0,2024,,,,,,,,,,,,,Tourism In-service Training,,,,,,,,,
,,133,2014,,,,,,,,,,,,,Mobile/LodgeMgt./Homestay/FoodSafetyTraining,,,,,,,,,
,,608,2015,,,,,,,,,,,,,Mobile/LodgeMgt./Homestay/FoodSafetyTraining,,,,,,,,,
,,540,2016,,,,,,,,,,,,,Mobile/LodgeMgt./Homestay/FoodSafetyTraining,,,,,,,,,
,,436,2017,,,,,,,,,,,,,Mobile/LodgeMgt./Homestay/FoodSafetyTraining,,,,,,,,,
,,431,2018,,,,,,,,,,,,,Mobile/LodgeMgt./Homestay/FoodSafetyTraining,,,,,,,,,
,,501,2019,,,,,,,,,,,,,Mobile/LodgeMgt./Homestay/FoodSafetyTraining,,,,,,,,,
,,41184,2020,,,,,,,,,,,,,Mobile/LodgeMgt./Homestay/FoodSafetyTraining,,,,,,,,,
,,174,2021,,,,,,,,,,,,,Mobile/LodgeMgt./Homestay/FoodSafetyTraining,,,,,,,,,
,,366,2022,,,,,,,,,,,,,Mobile/LodgeMgt./Homestay/FoodSafetyTraining,,,,,,,,,
,,472,2023,,,,,,,,,,,,,Mobile/LodgeMgt./Homestay/FoodSafetyTraining,,,,,,,,,
,,192,2024,,,,,,,,,,,,,Mobile/LodgeMgt./Homestay/FoodSafetyTraining,,,,,,,,,
,,163,2020,,,,,,,,,,,,,,Lost documents and belongings,,,,,,,,
,,68,2021,,,,,,,,,,,,,,Lost documents and belongings,,,,,,,,
,,221,2022,,,,,,,,,,,,,,Lost documents and belongings,,,,,,,,
,,368,2023,,,,,,,,,,,,,,Lost documents and belongings,,,,,,,,
,,353,2024,,,,,,,,,,,,,,Lost documents and belongings,,,,,,,,
,,24,2020,,,,,,,,,,,,,,Stolen,,,,,,,,
,,3,2021,,,,,,,,,,,,,,Stolen,,,,,,,,
,,21,2022,,,,,,,,,,,,,,Stolen,,,,,,,,
,,97,2023,,,,,,,,,,,,,,Stolen,,,,,,,,
,,39,2024,,,,,,,,,,,,,,Stolen,,,,,,,,
,,13,2020,,,,,,,,,,,,,,Fraud/ Cheating,,,,,,,,
,,15,2021,,,,,,,,,,,,,,Fraud/ Cheating,,,,,,,,
,,20,2022,,,,,,,,,,,,,,Fraud/ Cheating,,,,,,,,
,,28,2023,,,,,,,,,,,,,,Fraud/ Cheating,,,,,,,,
,,10,2024,,,,,,,,,,,,,,Fraud/ Cheating,,,,,,,,
,,5,2020,,,,,,,,,,,,,,Missing Person,,,,,,,,
,,0,2021,,,,,,,,,,,,,,Missing Person,,,,,,,,
,,6,2022,,,,,,,,,,,,,,Missing Person,,,,,,,,
,,2,2023,,,,,,,,,,,,,,Missing Person,,,,,,,,
,,9,2024,,,,,,,,,,,,,,Missing Person,,,,,,,,
,,2,2020,,,,,,,,,,,,,,Harassment,,,,,,,,
,,0,2021,,,,,,,,,,,,,,Harassment,,,,,,,,
,,4,2022,,,,,,,,,,,,,,Harassment,,,,,,,,
,,2,2023,,,,,,,,,,,,,,Harassment,,,,,,,,
,,0,2024,,,,,,,,,,,,,,Harassment,,,,,,,,
,,1,2020,,,,,,,,,,,,,,Dispute,,,,,,,,
,,6,2021,,,,,,,,,,,,,,Dispute,,,,,,,,
,,11,2022,,,,,,,,,,,,,,Dispute,,,,,,,,
,,40,2023,,,,,,,,,,,,,,Dispute,,,,,,,,
,,8,2024,,,,,,,,,,,,,,Dispute,,,,,,,,
,,13,2020,,,,,,,,,,,,,,Robbery/Theft,,,,,,,,
,,2,2021,,,,,,,,,,,,,,Robbery/Theft,,,,,,,,
,,29,2022,,,,,,,,,,,,,,Robbery/Theft,,,,,,,,
,,10,2023,,,,,,,,,,,,,,Robbery/Theft,,,,,,,,
,,3,2024,,,,,,,,,,,,,,Robbery/Theft,,,,,,,,
,,0,2020,,,,,,,,,,,,,,Threat,,,,,,,,
,,0,2021,,,,,,,,,,,,,,Threat,,,,,,,,
,,3,2022,,,,,,,,,,,,,,Threat,,,,,,,,
,,3,2023,,,,,,,,,,,,,,Threat,,,,,,,,
,,0,2024,,,,,,,,,,,,,,Threat,,,,,,,,
,,0,2020,,,,,,,,,,,,,,Pickpocketing,,,,,,,,
,,0,2021,,,,,,,,,,,,,,Pickpocketing,,,,,,,,
,,0,2022,,,,,,,,,,,,,,Pickpocketing,,,,,,,,
,,0,2023,,,,,,,,,,,,,,Pickpocketing,,,,,,,,
,,5,2024,,,,,,,,,,,,,,Pickpocketing,,,,,,,,
,,0,2020,,,,,,,,,,,,,,Misbehaviour,,,,,,,,
,,0,2021,,,,,,,,,,,,,,Misbehaviour,,,,,,,,
,,0,2022,,,,,,,,,,,,,,Misbehaviour,,,,,,,,
,,0,2023,,,,,,,,,,,,,,Misbehaviour,,,,,,,,
,,1,2024,,,,,,,,,,,,,,Misbehaviour,,,,,,,,
,,0,2020,,,,,,,,,,,,,,Against Foreigner,,,,,,,,
,,0,2021,,,,,,,,,,,,,,Against Foreigner,,,,,,,,
,,1,2022,,,,,,,,,,,,,,Against Foreigner,,,,,,,,
,,0,2023,,,,,,,,,,,,,,Against Foreigner,,,,,,,,
,,0,2024,,,,,,,,,,,,,,Against Foreigner,,,,,,,,
,,2,2020,,,,,,,,,,,,,,Others,,,,,,,,
,,0,2021,,,,,,,,,,,,,,Others,,,,,,,,
,,7,2022,,,,,,,,,,,,,,Others,,,,,,,,
,,14,2023,,,,,,,,,,,,,,Others,,,,,,,,
,,0,2024,,,,,,,,,,,,,,Others,,,,,,,,
,Jan,15758,1995,,,,,,,,,,,,,,,,,,,,,,
,Jan,17678,1996,,,,,,,,,,,,,,,,,,,,,,
,Jan,16856,1997,,,,,,,,,,,,,,,,,,,,,,
,Jan,20124,1998,,,,,,,,,,,,,,,,,,,,,,
,Jan,20554,1999,,,,,,,,,,,,,,,,,,,,,,
,Jan,21092,2000,,,,,,,,,,,,,,,,,,,,,,
,Jan,25158,2001,,,,,,,,,,,,,,,,,,,,,,
,Jan,13180,2002,,,,,,,,,,,,,,,,,,,,,,
,Jan,15659,2003,,,,,,,,,,,,,,,,,,,,,,
,Jan,22947,2004,,,,,,,,,,,,,,,,,,,,,,
,Jan,19531,2005,,,,,,,,,,,,,,,,,,,,,,
,Jan,21126,2006,,,,,,,,,,,,,,,,,,,,,,
,Jan,25857,2007,,,,,,,,,,,,,,,,,,,,,,
,Jan,30473,2008,,,,,,,,,,,,,,,,,,,,,,
,Jan,23969,2009,,,,,,,,,,,,,,,,,,,,,,
,Jan,28076,2010,,,,,,,,,,,,,,,,,,,,,,
,Jan,34541,2011,,,,,,,,,,,,,,,,,,,,,,
,Jan,42055,2012,,,,,,,,,,,,,,,,,,,,,,
,Jan,40296,2013,,,,,,,,,,,,,,,,,,,,,,
,Jan,57062,2014,,,,,,,,,,,,,,,,,,,,,,
,Jan,32633,2015,,,,,,,,,,,,,,,,,,,,,,
,Jan,36563,2016,,,,,,,,,,,,,,,,,,,,,,
,Jan,52085,2017,,,,,,,,,,,,,,,,,,,,,,
,Jan,61035,2018,,,,,,,,,,,,,,,,,,,,,,
,Jan,63581,2019,,,,,,,,,,,,,,,,,,,,,,
,Jan,62820,2020,,,,,,,,,,,,,,,,,,,,,,
,Jan,4845,2021,,,,,,,,,,,,,,,,,,,,,,
,Jan,13060,2022,,,,,,,,,,,,,,,,,,,,,,
,Jan,38638,2023,,,,,,,,,,,,,,,,,,,,,,
,Jan,54962,2024,,,,,,,,,,,,,,,,,,,,,,
,Feb,19482,1995,,,,,,,,,,,,,,,,,,,,,,
,Feb,23629,1996,,,,,,,,,,,,,,,,,,,,,,
,Feb,24151,1997,,,,,,,,,,,,,,,,,,,,,,
,Feb,27855,1998,,,,,,,,,,,,,,,,,,,,,,
,Feb,29259,1999,,,,,,,,,,,,,,,,,,,,,,
,Feb,33939,2000,,,,,,,,,,,,,,,,,,,,,,
,Feb,32763,2001,,,,,,,,,,,,,,,,,,,,,,
,Feb,16960,2002,,,,,,,,,,,,,,,,,,,,,,
,Feb,19321,2003,,,,,,,,,,,,,,,,,,,,,,
,Feb,28743,2004,,,,,,,,,,,,,,,,,,,,,,
,Feb,17061,2005,,,,,,,,,,,,,,,,,,,,,,
,Feb,21320,2006,,,,,,,,,,,,,,,,,,,,,,
,Feb,33133,2007,,,,,,,,,,,,,,,,,,,,,,
,Feb,40334,2008,,,,,,,,,,,,,,,,,,,,,,
,Feb,34594,2009,,,,,,,,,,,,,,,,,,,,,,
,Feb,43289,2010,,,,,,,,,,,,,,,,,,,,,,
,Feb,48045,2011,,,,,,,,,,,,,,,,,,,,,,
,Feb,55301,2012,,,,,,,,,,,,,,,,,,,,,,
,Feb,58195,2013,,,,,,,,,,,,,,,,,,,,,,
,Feb,58874,2014,,,,,,,,,,,,,,,,,,,,,,
,Feb,51251,2015,,,,,,,,,,,,,,,,,,,,,,
,Feb,54272,2016,,,,,,,,,,,,,,,,,,,,,,
,Feb,72865,2017,,,,,,,,,,,,,,,,,,,,,,
,Feb,81937,2018,,,,,,,,,,,,,,,,,,,,,,
,Feb,84755,2019,,,,,,,,,,,,,,,,,,,,,,
,Feb,83304,2020,,,,,,,,,,,,,,,,,,,,,,
,Feb,4499,2021,,,,,,,,,,,,,,,,,,,,,,
,Feb,13841,2022,,,,,,,,,,,,,,,,,,,,,,
,Feb,54854,2023,,,,,,,,,,,,,,,,,,,,,,
,Feb,71845,2024,,,,,,,,,,,,,,,,,,,,,,
,Mar,25381,1995,,,,,,,,,,,,,,,,,,,,,,
,Mar,31738,1996,,,,,,,,,,,,,,,,,,,,,,
,Mar,33389,1997,,,,,,,,,,,,,,,,,,,,,,
,Mar,33097,1998,,,,,,,,,,,,,,,,,,,,,,
,Mar,38158,1999,,,,,,,,,,,,,,,,,,,,,,
,Mar,38959,2000,,,,,,,,,,,,,,,,,,,,,,
,Mar,40684,2001,,,,,,,,,,,,,,,,,,,,,,
,Mar,25102,2002,,,,,,,,,,,,,,,,,,,,,,
,Mar,22260,2003,,,,,,,,,,,,,,,,,,,,,,
,Mar,35468,2004,,,,,,,,,,,,,,,,,,,,,,
,Mar,25847,2005,,,,,,,,,,,,,,,,,,,,,,
,Mar,30169,2006,,,,,,,,,,,,,,,,,,,,,,
,Mar,48022,2007,,,,,,,,,,,,,,,,,,,,,,
,Mar,51364,2008,,,,,,,,,,,,,,,,,,,,,,
,Mar,45950,2009,,,,,,,,,,,,,,,,,,,,,,
,Mar,56632,2010,,,,,,,,,,,,,,,,,,,,,,
,Mar,58455,2011,,,,,,,,,,,,,,,,,,,,,,
,Mar,72882,2012,,,,,,,,,,,,,,,,,,,,,,
,Mar,73434,2013,,,,,,,,,,,,,,,,,,,,,,
,Mar,70008,2014,,,,,,,,,,,,,,,,,,,,,,
,Mar,71573,2015,,,,,,,,,,,,,,,,,,,,,,
,Mar,68595,2016,,,,,,,,,,,,,,,,,,,,,,
,Mar,93562,2017,,,,,,,,,,,,,,,,,,,,,,
,Mar,110275,2018,,,,,,,,,,,,,,,,,,,,,,
,Mar,109095,2019,,,,,,,,,,,,,,,,,,,,,,
,Mar,35962,2020,,,,,,,,,,,,,,,,,,,,,,
,Mar,7602,2021,,,,,,,,,,,,,,,,,,,,,,
,Mar,27118,2022,,,,,,,,,,,,,,,,,,,,,,
,Mar,73515,2023,,,,,,,,,,,,,,,,,,,,,,
,Mar,97468,2024,,,,,,,,,,,,,,,,,,,,,,
,Apr,23419,1995,,,,,,,,,,,,,,,,,,,,,,
,Apr,25458,1996,,,,,,,,,,,,,,,,,,,,,,
,Apr,24343,1997,,,,,,,,,,,,,,,,,,,,,,
,Apr,28997,1998,,,,,,,,,,,,,,,,,,,,,,
,Apr,29637,1999,,,,,,,,,,,,,,,,,,,,,,
,Apr,36430,2000,,,,,,,,,,,,,,,,,,,,,,
,Apr,32211,2001,,,,,,,,,,,,,,,,,,,,,,
,Apr,16877,2002,,,,,,,,,,,,,,,,,,,,,,
,Apr,20303,2003,,,,,,,,,,,,,,,,,,,,,,
,Apr,26279,2004,,,,,,,,,,,,,,,,,,,,,,
,Apr,18311,2005,,,,,,,,,,,,,,,,,,,,,,
,Apr,18435,2006,,,,,,,,,,,,,,,,,,,,,,
,Apr,32794,2007,,,,,,,,,,,,,,,,,,,,,,
,Apr,31952,2008,,,,,,,,,,,,,,,,,,,,,,
,Apr,34938,2009,,,,,,,,,,,,,,,,,,,,,,
,Apr,37208,2010,,,,,,,,,,,,,,,,,,,,,,
